id	previous_weight_lbs	current_weight_lbs	height_in	gender	score	single_pic_sample	photo1	photo2
14bfaa	149	133	66	TRUE	105	T	EMrAm_1.jpg	EMrAm_2.jpg
14ff7h	230	185	72	FALSE	79	T	mSOMW_1.jpg	mSOMW_2.jpg
14cysx	385	385	78	FALSE	200	T	q56CW_1.jpg	q56CW_2.jpg
14uw6g	163	139	64	TRUE	430	F	UD5RE.jpg	zlg7K.jpg
16ugb5	270	190	72	FALSE	37	T	zUQ4vcW_1.jpg	zUQ4vcW_2.jpg
16qpfe	270	205	71	FALSE	17	F	cuCI1.jpg	ntFpq.jpg
16ylju	239	164	65	TRUE	505	T	7NdwH7u_1.jpg	7NdwH7u_2.jpg
17f586	320	258	72	FALSE	52	T	ov7LiXe_1.jpg	ov7LiXe_2.jpg
18e45p	250	225	75	FALSE	115	T	xAQFAph_1.jpg	xAQFAph_2.jpg
189ojv	230	180	72	FALSE	236	T	FkgoF13_1.jpg	FkgoF13_2.jpg
18mgg6	250	215	71	FALSE	62	T	RM97bVN_1.jpg	RM97bVN_2.jpg
18ys5l	215	178	71	FALSE	480	F	13ibrGs.jpg	K2m0LSq.jpg
19bejj	190	148	67	FALSE	176	T	1UvqzZN_1.jpg	1UvqzZN_2.jpg
199haq	197	145	64	TRUE	1089	T	P4jrDZu_1.jpg	P4jrDZu_2.jpg
195qj7	297	264	75	FALSE	113	T	eOiauG7_1.jpg	eOiauG7_2.jpg
19h314	240	200	62	TRUE	240	T	4LRuZ9J_1.jpg	4LRuZ9J_2.jpg
19g22e	230	195	62	FALSE	53	T	BEIXw1G_1.jpg	BEIXw1G_2.jpg
19vcvo	350	200	73	FALSE	301	F	v8RdSVM.jpg	PbMzYq0.jpg
1ab7vz	250	186	69	FALSE	117	F	z0P9bfd.jpg	fLySYBA.jpg
1a8plo	235	184	68	FALSE	113	T	vH4j2gK_1.jpg	vH4j2gK_2.jpg
1ayhhj	198	158	70	TRUE	195	T	ctUuQeh_1.jpg	ctUuQeh_2.jpg
1babvg	245	170	67	TRUE	744	T	AwFC5bl_1.jpg	AwFC5bl_2.jpg
1b8f20	145	179	72	FALSE	90	F	r0boYRr.jpg	N6oGCaU.jpg
1b6p8d	200	164	66	TRUE	447	T	dnZ23lz_1.jpg	dnZ23lz_2.jpg
1bmgc7	260	180	72	TRUE	919	T	i0Lzlk1_1.jpg	i0Lzlk1_2.jpg
1be8rn	205	190	63	TRUE	241	T	W6OVXdy_1.jpg	W6OVXdy_2.jpg
1bytsf	135	125	65	TRUE	561	F	DP3CVuA.jpg	GqqAZwg.jpg
1bxioi	170	143	67	TRUE	95	F	Bl8JQVb.jpg	D6EVmZx.jpg
1bvvwh	177	150	67	TRUE	241	T	6uxBIV8_1.jpg	6uxBIV8_2.jpg
1buxz1	287	199	68	FALSE	133	T	TPtq5Q2_1.jpg	TPtq5Q2_2.jpg
1butn4	216	141	67	TRUE	2121	T	qs6Ewow_1.jpg	qs6Ewow_2.jpg
1c63xt	240	170	74	FALSE	66	T	mFqkGW7_1.jpg	mFqkGW7_2.jpg
1c1c3g	200	150	63	TRUE	135	T	hFiTV6P_1.jpg	hFiTV6P_2.jpg
1coocb	250	205	72	FALSE	123	T	vZqfGyQ_1.jpg	vZqfGyQ_2.jpg
1con3k	185	163	63	TRUE	184	F	DEnwNuv.jpg	HiklYla.jpg
1clx82	262	166	69	FALSE	542	F	qEpdpTo.jpg	n6jxcAh.jpg
1d4vn3	298	298	78	FALSE	59	F	q9RoaCA.jpg	vqoGt8W.jpg
1do6sa	305	199	68	FALSE	190	T	grD6RrP_1.jpg	grD6RrP_2.jpg
1dlwbp	254	210	73	FALSE	72	T	8u1EpDM_1.jpg	8u1EpDM_2.jpg
1dkuh3	320	218	75	FALSE	70	F	oBrMKB2.jpg	DHCAhuw.jpg
1dk7vw	225	195	70	FALSE	36	F	BA6ptNI.jpg	42jPQ9J.jpg
1di4ad	180	180	62	TRUE	1494	T	TIuMH4j_1.jpg	TIuMH4j_2.jpg
1di332	256	231	73	FALSE	70	T	BpqdyGQ_1.jpg	BpqdyGQ_2.jpg
1e01xf	260	198	73	FALSE	1450	T	j63N33D_1.jpg	j63N33D_2.jpg
1dsxnr	254	173	73	FALSE	422	T	sV0V3xN_1.jpg	sV0V3xN_2.jpg
1dryzt	186	156	63	TRUE	105	T	tFzPMjm_1.jpg	tFzPMjm_2.jpg
1drf0b	180	130	63	TRUE	286	F	3UPw3Z5.jpg	lBdX1Kc.jpg
1ea5wm	185	147	69	FALSE	80	F	EIX4KvP.jpg	f7FqIoO.jpg
1e9yjj	140	165	68	FALSE	57	F	kYNhGB8.jpg	FJKaHHY.jpg
1e8v7p	260	192	64	TRUE	758	T	VIwbCGh_1.jpg	VIwbCGh_2.jpg
1e6xxx	255	195	70	FALSE	94	F	Y9PGUu1.jpg	qegUujs.jpg
1e24yu	255	255	70	FALSE	69	F	vC2m91H.jpg	s0mrB6t.jpg
1ez0oo	185	160	68	TRUE	79	F	DpGnZID.jpg	c6y7IDA.jpg
1ev5y1	195	174	64	TRUE	93	F	niCKmL3.jpg	JH7xcf2.jpg
1f87us	165	125	63	TRUE	202	T	EUtHkMt_1.jpg	EUtHkMt_2.jpg
1flimt	285	235	75	FALSE	84	T	M3cxwI4_1.jpg	M3cxwI4_2.jpg
1flaru	228	199	71	TRUE	65	T	X76dh6p_1.jpg	X76dh6p_2.jpg
1fk3ok	236	175	72	FALSE	253	T	IwXWQlB_1.jpg	IwXWQlB_2.jpg
1fjy9l	660	357	73	FALSE	2047	T	b7hsxfo_1.jpg	b7hsxfo_2.jpg
1fjcw6	312	198	74	FALSE	151	T	ACw0nXc_1.jpg	ACw0nXc_2.jpg
1fhj01	270	220	73	FALSE	102	T	MleyuDU_1.jpg	MleyuDU_2.jpg
1fy6qj	275	182	65	TRUE	1052	T	SBimY2r_1.jpg	SBimY2r_2.jpg
1fxx6r	285	260	73	FALSE	43	T	7UxEhel_1.jpg	7UxEhel_2.jpg
1fwndt	151	143	69	FALSE	40	T	sdtyKDU_1.jpg	sdtyKDU_2.jpg
1ftjh8	348	208	74	FALSE	150	T	OSHai7I_1.jpg	OSHai7I_2.jpg
1ftd9e	275	275	63	TRUE	16	F	objL5vO.jpg	g8oZiiY.jpg
1frt58	237	185	73	FALSE	164	T	ldwT2iJ_1.jpg	ldwT2iJ_2.jpg
1fr58a	224	194	68	TRUE	106	T	dFJYFxn_1.jpg	dFJYFxn_2.jpg
1fpdnk	318	288	74	FALSE	77	T	EyeBdUU_1.jpg	EyeBdUU_2.jpg
1fowp2	240	140	65	TRUE	1441	T	rtbudVX_1.jpg	rtbudVX_2.jpg
1fouju	257	175	73	FALSE	272	T	qexopLW_1.jpg	qexopLW_2.jpg
1fo0nd	150	135	62	TRUE	110	T	quUDPPU_1.jpg	quUDPPU_2.jpg
1fnfl6	235	240	67	FALSE	89	T	MNtlWmC_1.jpg	MNtlWmC_2.jpg
1gaujq	216	185	64	TRUE	206	T	SuqHfHq_1.jpg	SuqHfHq_2.jpg
1gagp2	190	220	76	FALSE	207	T	5iArlop_1.jpg	5iArlop_2.jpg
1ga9r0	392	269	73	FALSE	452	T	J8T74Wf_1.jpg	J8T74Wf_2.jpg
1g9t92	250	210	72	FALSE	142	T	8j0k8TV_1.jpg	8j0k8TV_2.jpg
1g8a1h	135	200	75	FALSE	41	T	YuOini0_1.jpg	YuOini0_2.jpg
1g7j7d	288	239	73	FALSE	203	T	fNwBiHb_1.jpg	fNwBiHb_2.jpg
1g30a8	137	122	64	FALSE	431	T	5brID95_1.jpg	5brID95_2.jpg
1g0kax	220	150	63	FALSE	79	T	2MK5xSE_1.jpg	2MK5xSE_2.jpg
1g0dt3	155	148	69	TRUE	273	T	cV3PjIV_1.jpg	cV3PjIV_2.jpg
1fzlqz	300	225	64	TRUE	561	T	ofcpChj_1.jpg	ofcpChj_2.jpg
1fytfq	143	132	64	TRUE	96	T	gC6eYAl_1.jpg	gC6eYAl_2.jpg
1gj94a	165	125	66	TRUE	314	T	qQkKubS_1.jpg	qQkKubS_2.jpg
1giyi5	250	195	73	FALSE	83	T	mhVGwyy_1.jpg	mhVGwyy_2.jpg
1gi4rw	250	200	77	FALSE	126	T	EIUuv6Y_1.jpg	EIUuv6Y_2.jpg
1ggrrn	215	170	69	FALSE	40	T	7hQvSJG_1.jpg	7hQvSJG_2.jpg
1geaqz	210	170	67	FALSE	127	T	h4FS6Gt_1.jpg	h4FS6Gt_2.jpg
1gc2yb	320	210	73	FALSE	172	T	acuJkCp_1.jpg	acuJkCp_2.jpg
1gb41h	280	180	67	TRUE	1569	T	pnqNHM1_1.jpg	pnqNHM1_2.jpg
1gxk9n	168	140	64	TRUE	300	F	YxXVwih.jpg	JlxRAFz.jpg
1gx5h6	180	170	62	TRUE	141	T	inhihq8_1.jpg	inhihq8_2.jpg
1gw09u	215	215	70	FALSE	71	T	XVlDnYC_1.jpg	XVlDnYC_2.jpg
1gtj3h	248	156	67	TRUE	357	T	uC0R6gT_1.jpg	uC0R6gT_2.jpg
1gs6y9	350	270	75	FALSE	96	T	L69UrLw_1.jpg	L69UrLw_2.jpg
1gqudg	235	195	70	TRUE	1041	F	xB5ZITq.jpg	HGL2ktp.jpg
1gqkqf	257	186	70	FALSE	147	T	pxrCJbY_1.jpg	pxrCJbY_2.jpg
1gn6vv	255	255	70	FALSE	36	F	CdYINDz.jpg	tqM4qc5.jpg
1h9xk6	160	160	68	FALSE	98	T	tP7MEER_1.jpg	tP7MEER_2.jpg
1h7zb1	329	281	70	TRUE	17	T	UaDEP0h_1.jpg	UaDEP0h_2.jpg
1h733w	327	205	71	FALSE	178	F	QW8FJaH.jpg	kcnazgc.jpg
1h6a4p	294	217	75	FALSE	95	T	zXooGEw_1.jpg	zXooGEw_2.jpg
1h5sjc	506	276	72	FALSE	252	F	V9KXXxa.jpg	KBUTwxl.jpg
1h4yth	212	194	70	FALSE	63	T	voXOnTm_1.jpg	voXOnTm_2.jpg
1h4k60	160	155	67	TRUE	82	T	HsFzfZ1_1.jpg	HsFzfZ1_2.jpg
1h3pfn	369	332	75	FALSE	132	T	g5tOJr0_1.jpg	g5tOJr0_2.jpg
1h32k5	270	255	71	FALSE	99	T	sN2Kpt1_1.jpg	sN2Kpt1_2.jpg
1gyb40	150	132	67	TRUE	986	T	fRWWsEr_1.jpg	fRWWsEr_2.jpg
1hjnjn	160	141	63	TRUE	268	T	wVN4gn4_1.jpg	wVN4gn4_2.jpg
1hi5z4	187	156	65	TRUE	199	T	7JelZ9t_1.jpg	7JelZ9t_2.jpg
1hhxkl	300	215	71	FALSE	145	T	D17GRQg_1.jpg	D17GRQg_2.jpg
1hh3tm	236	207	64	TRUE	214	T	9PBOuGh_1.jpg	9PBOuGh_2.jpg
1hg7vh	260	180	71	FALSE	69	T	ACOwpMP_1.jpg	ACOwpMP_2.jpg
1hfuwo	240	175	67	FALSE	83	T	aqwSxNX_1.jpg	aqwSxNX_2.jpg
1hev9v	215	200	73	FALSE	47	T	jpUvsXL_1.jpg	jpUvsXL_2.jpg
1heif7	250	240	64	TRUE	92	T	cthYPzL_1.jpg	cthYPzL_2.jpg
1hdrpq	160	174	73	FALSE	91	T	l2LKseq_1.jpg	l2LKseq_2.jpg
1hbmfb	150	175	73	FALSE	86	T	njbWZtH_1.jpg	njbWZtH_2.jpg
1hujsb	179	159	64	TRUE	74	F	igms4qi.jpg	g2E2jDf.jpg
1htqte	280	255	67	TRUE	639	T	6BG8Bk4_1.jpg	6BG8Bk4_2.jpg
1hrqy3	265	180	70	FALSE	85	T	CsDwIlG_1.jpg	CsDwIlG_2.jpg
1hrmpy	155	118	62	TRUE	99	F	IRcpvXg.jpg	uUgVYLT.jpg
1hqz5g	175	145	64	TRUE	442	T	VKbojCN_1.jpg	VKbojCN_2.jpg
1hnqtt	245	200	75	FALSE	52	F	LA1Q2i0.jpg	9xF5pmn.jpg
1hlmij	160	127	62	TRUE	252	T	OFZH9N1_1.jpg	OFZH9N1_2.jpg
1i8afn	352	297	74	FALSE	24	T	wRmVMiq_1.jpg	wRmVMiq_2.jpg
1i7ldz	320	270	75	FALSE	21	F	xVFibnC.jpg	Zxynyjv.jpg
1i6zxr	205	205	66	TRUE	44	F	pPQ0xqA.jpg	hLlfOwp.jpg
1i6swt	162	129	63	FALSE	126	T	TTeDjYD_1.jpg	TTeDjYD_2.jpg
1i6gon	290	245	72	FALSE	65	T	mUZx8Sd_1.jpg	mUZx8Sd_2.jpg
1i5mml	189	166	67	FALSE	313	T	PS0rmx0_1.jpg	PS0rmx0_2.jpg
1i43fj	170	135	65	TRUE	221	T	D5ocR4v_1.jpg	D5ocR4v_2.jpg
1i3mos	162	155	69	FALSE	50	T	P6V6SdK_1.jpg	P6V6SdK_2.jpg
1i2xko	242	195	73	FALSE	118	T	9NLh3Ak_1.jpg	9NLh3Ak_2.jpg
1i2s37	338	249	72	FALSE	51	T	xBkv8ah_1.jpg	xBkv8ah_2.jpg
1i2rft	215	155	64	TRUE	129	F	wofS7fN.jpg	pvL6t3D.jpg
1i26b0	237	228	63	TRUE	73	T	DkU5MIJ_1.jpg	DkU5MIJ_2.jpg
1i0hsf	243	235	70	FALSE	25	F	GPrRpoS.jpg	XzZ305A.jpg
1hzd0x	235	190	66	TRUE	212	T	BndLSCu_1.jpg	BndLSCu_2.jpg
1hzas5	185	143	67	FALSE	145	T	pRStpX5_1.jpg	pRStpX5_2.jpg
1hykfw	281	253	72	FALSE	49	F	5vGrpPc.jpg	AhVeJAI.jpg
1ikw4c	277	233	66	TRUE	258	T	vWXIu25_1.jpg	vWXIu25_2.jpg
1ijbfs	455	263	72	FALSE	253	T	ZexNGVs_1.jpg	ZexNGVs_2.jpg
1iifrf	261	200	74	FALSE	106	T	hoDZWcE_1.jpg	hoDZWcE_2.jpg
1ii1js	340	200	66	TRUE	1818	T	9Gu1PZx_1.jpg	9Gu1PZx_2.jpg
1if1qd	235	215	70	FALSE	62	T	KqFJuWk_1.jpg	KqFJuWk_2.jpg
1ied28	212	163	68	FALSE	80	T	KSnWsAo_1.jpg	KSnWsAo_2.jpg
1ie9pz	240	200	68	TRUE	194	T	lgCY2Ol_1.jpg	lgCY2Ol_2.jpg
1idy2y	320	271	75	FALSE	60	F	SDUZe2d.jpg	v5FzVQe.jpg
1icq6s	200	155	70	FALSE	78	F	OWESkxg.jpg	MmKLkB1.jpg
1ibbec	190	150	66	FALSE	419	T	KEnbRpJ_1.jpg	KEnbRpJ_2.jpg
1ianif	185	170	69	FALSE	28	T	im3NPMp_1.jpg	im3NPMp_2.jpg
1ia3ca	295	235	66	TRUE	108	T	gVcElHD_1.jpg	gVcElHD_2.jpg
1i9q9d	200	156	66	TRUE	1958	T	JIfvEXW_1.jpg	JIfvEXW_2.jpg
1i8ukn	276	253	71	FALSE	73	T	6dCiHKR_1.jpg	6dCiHKR_2.jpg
1iwpat	294	170	68	FALSE	383	T	9n3kJ8q_1.jpg	9n3kJ8q_2.jpg
1iwf04	175	180	71	FALSE	27	F	Z6oLZ7r.jpg	1xsJm79.jpg
1iuy7q	330	299	76	FALSE	47	T	zpMdzTL_1.jpg	zpMdzTL_2.jpg
1iutgb	357	207	67	TRUE	228	T	NXtuq6W_1.jpg	NXtuq6W_2.jpg
1itdel	209	180	69	FALSE	0	F	nvOGMCy.jpg	JDj23O3.jpg
1it4ps	271	203	72	FALSE	602	T	v6KyaOY_1.jpg	v6KyaOY_2.jpg
1isofk	309	254	70	FALSE	85	T	UltjqP2_1.jpg	UltjqP2_2.jpg
1iqxcz	301	261	67	TRUE	196	T	ICKPEVO_1.jpg	ICKPEVO_2.jpg
1iqlce	327	249	71	FALSE	170	F	Rgg4xow.jpg	Uxy10Vu.jpg
1iqcyl	267	200	65	TRUE	112	T	cZcmYFY_1.jpg	cZcmYFY_2.jpg
1iopl8	313	230	76	FALSE	584	T	jnuCyXQ_1.jpg	jnuCyXQ_2.jpg
1iohkj	190	150	65	TRUE	288	T	iiiBuuK_1.jpg	iiiBuuK_2.jpg
1im3ql	170	142	61	TRUE	93	T	CEC3Nnm_1.jpg	CEC3Nnm_2.jpg
1j85d1	190	160	69	FALSE	211	T	qnhjFm0_1.jpg	qnhjFm0_2.jpg
1j5rqr	215	165	68	FALSE	625	F	0YVAw9G.jpg	HQIfBPw.jpg
1j3cjo	273	190	71	FALSE	153	T	fxAdqxt_1.jpg	fxAdqxt_2.jpg
1j2r05	190	153	63	TRUE	1272	T	a6sleMz_1.jpg	a6sleMz_2.jpg
1j2mjs	165	145	68	TRUE	67	F	Kpz3jg2.jpg	jWhyLLf.jpg
1j0x88	288	176	69	TRUE	2101	T	LeySAT3_1.jpg	LeySAT3_2.jpg
1izq1w	325	205	72	FALSE	771	T	cJD0xLw_1.jpg	cJD0xLw_2.jpg
1izlyr	248	156	67	TRUE	486	T	ogOYAaj_1.jpg	ogOYAaj_2.jpg
1ixwd9	157	147	68	FALSE	46	F	aIsmfed.jpg	3kXledl.jpg
1jk28k	230	199	72	FALSE	158	T	LhbDcGP_1.jpg	LhbDcGP_2.jpg
1jihe2	212	176	66	TRUE	394	T	ViFLlpY_1.jpg	ViFLlpY_2.jpg
1jhsvj	162	142	65	TRUE	387	T	tKm053P_1.jpg	tKm053P_2.jpg
1jh5zk	298	196	72	FALSE	103	T	I3qfIlH_1.jpg	I3qfIlH_2.jpg
1jfngm	297	203	75	FALSE	121	F	k2YZ8BR.jpg	HGo4LFN.jpg
1jcwty	246	201	72	FALSE	71	T	skFtQFZ_1.jpg	skFtQFZ_2.jpg
1jcw8c	258	192	71	FALSE	142	T	flxqZOw_1.jpg	flxqZOw_2.jpg
1j9xwt	233	154	71	FALSE	88	T	wMo339H_1.jpg	wMo339H_2.jpg
1j9e5o	200	130	61	TRUE	120	T	HQrlf4o_1.jpg	HQrlf4o_2.jpg
1j90vo	294	210	75	FALSE	139	T	gP8rXeb_1.jpg	gP8rXeb_2.jpg
1j8wqy	276	236	74	FALSE	86	T	y3LQrSN_1.jpg	y3LQrSN_2.jpg
1j8sy9	235	209	70	FALSE	418	T	kcDPwU5_1.jpg	kcDPwU5_2.jpg
1j8pt5	260	225	71	FALSE	186	T	cyZHXWI_1.jpg	cyZHXWI_2.jpg
1jwps3	270	270	74	FALSE	155	T	YwxVpO6_1.jpg	YwxVpO6_2.jpg
1ju5xt	220	189	65	TRUE	127	T	FIWOVWA_1.jpg	FIWOVWA_2.jpg
1jsjre	276	245	71	FALSE	209	T	OaZprLM_1.jpg	OaZprLM_2.jpg
1jrstl	277	226	66	TRUE	380	T	3ikIhaL_1.jpg	3ikIhaL_2.jpg
1jrcku	220	170	67	FALSE	108	T	OD96s6X_1.jpg	OD96s6X_2.jpg
1jr4jl	180	155	68	TRUE	1557	T	9Wm6QQW_1.jpg	9Wm6QQW_2.jpg
1jr2gn	250	190	73	FALSE	127	F	YP9cfXE.jpg	wrvYzX3.jpg
1jpjve	308	284	71	TRUE	180	T	5ZoP7HJ_1.jpg	5ZoP7HJ_2.jpg
1jozkb	220	207	67	FALSE	21	F	2n6M71V.jpg	jkHe3X4.jpg
1jnntc	235	190	74	FALSE	104	T	ohMF0H3_1.jpg	ohMF0H3_2.jpg
1jmzrc	195	195	68	FALSE	106	T	Dytjw6c_1.jpg	Dytjw6c_2.jpg
1k87xo	165	155	69	FALSE	233	T	pLjv1nG_1.jpg	pLjv1nG_2.jpg
1k7v9h	240	160	67	FALSE	450	T	uFOQmox_1.jpg	uFOQmox_2.jpg
1k6w2j	211	193	71	FALSE	64	T	PtCNbJw_1.jpg	PtCNbJw_2.jpg
1k5vrt	195	170	76	FALSE	32	F	vxhOmhz.jpg	XOMifC1.jpg
1k4gkw	230	140	68	FALSE	72	F	2r2pdf0.jpg	izymfK7.jpg
1k4a9b	220	156	67	FALSE	319	T	TQCZMo2_1.jpg	TQCZMo2_2.jpg
1k1zzp	262	208	68	FALSE	57	T	JGjGilc_1.jpg	JGjGilc_2.jpg
1k1dmv	300	219	73	FALSE	61	T	IklabM5_1.jpg	IklabM5_2.jpg
1k1748	245	220	72	FALSE	60	F	EMj1pIP.jpg	mJlFGEn.jpg
1k0xs1	250	200	73	FALSE	104	T	aSavTLG_1.jpg	aSavTLG_2.jpg
1k0fhr	165	148	64	TRUE	112	T	OBbAhXZ_1.jpg	OBbAhXZ_2.jpg
1jxne4	250	198	72	FALSE	98	F	jM34gba.jpg	fBC23V2.jpg
1jxg6o	165	185	71	FALSE	12	F	o1d1AY8.jpg	Bgg3E9M.jpg
1kjbni	225	180	74	FALSE	92	T	rVEiDJv_1.jpg	rVEiDJv_2.jpg
1khgvd	310	190	65	TRUE	1086	T	dqxA9NE_1.jpg	dqxA9NE_2.jpg
1khf2o	300	230	75	FALSE	135	T	pujFuOR_1.jpg	pujFuOR_2.jpg
1kgm59	139	125	63	TRUE	512	T	nZXxPYs_1.jpg	nZXxPYs_2.jpg
1kgc90	250	210	66	TRUE	783	T	4lPLNIe_1.jpg	4lPLNIe_2.jpg
1kg6h6	250	210	66	TRUE	82	T	3upcFu4_1.jpg	3upcFu4_2.jpg
1kfpb3	263	205	73	FALSE	44	T	8TDrCna_1.jpg	8TDrCna_2.jpg
1ke9f7	215	165	69	FALSE	162	T	3dwTkrp_1.jpg	3dwTkrp_2.jpg
1ke201	270	249	76	FALSE	135	T	nQJCqXC_1.jpg	nQJCqXC_2.jpg
1kdwwm	230	165	68	TRUE	542	T	nQaSXlY_1.jpg	nQaSXlY_2.jpg
1kbff3	293	248	77	FALSE	34	F	9DCpBSL.jpg	hP4ftzB.jpg
1kb5vu	172	145	70	FALSE	50	T	F9Y65GG_1.jpg	F9Y65GG_2.jpg
1kauzs	270	185	67	TRUE	665	T	3Kzwju6_1.jpg	3Kzwju6_2.jpg
1karwx	180	130	67	FALSE	42	T	1la7pR6_1.jpg	1la7pR6_2.jpg
1ka4fe	185	160	63	TRUE	313	T	rAidQD6_1.jpg	rAidQD6_2.jpg
1kwet6	188	133	65	TRUE	470	T	Xuse0jb_1.jpg	Xuse0jb_2.jpg
1ku9cy	140	200	74	FALSE	22	T	YeqhI3U_1.jpg	YeqhI3U_2.jpg
1ksgnw	315	215	72	FALSE	325	F	HTEWlLa.jpg	HuRlhMX.jpg
1krnjf	135	132	65	TRUE	188	T	rCDsRGl_1.jpg	rCDsRGl_2.jpg
1krgkm	164	138	61	TRUE	744	T	NefixVX_1.jpg	NefixVX_2.jpg
1kqbs2	187	147	67	FALSE	230	T	kDgjOc3_1.jpg	kDgjOc3_2.jpg
1kpbhi	310	280	74	FALSE	68	T	C4m3bDR_1.jpg	C4m3bDR_2.jpg
1ko7zs	272	218	71	FALSE	160	T	7C2ah4p_1.jpg	7C2ah4p_2.jpg
1klf55	250	234	71	FALSE	65	T	sepmlOA_1.jpg	sepmlOA_2.jpg
1l5e6t	320	220	75	FALSE	92	T	4Rv3g7e_1.jpg	4Rv3g7e_2.jpg
1l3yjy	320	198	73	FALSE	202	T	zdRdzO8_1.jpg	zdRdzO8_2.jpg
1l3bp3	250	163	69	FALSE	384	T	3HatANc_1.jpg	3HatANc_2.jpg
1l30ya	170	155	67	FALSE	84	F	NRbD3mb.jpg	cvzoUSF.jpg
1l1sp3	161	137	71	FALSE	55	T	GpGLg5l_1.jpg	GpGLg5l_2.jpg
1kzbmn	220	185	69	FALSE	111	T	saK9dQK_1.jpg	saK9dQK_2.jpg
1kxrwe	185	149	64	FALSE	87	T	M36l3us_1.jpg	M36l3us_2.jpg
1lis39	155	107	60	TRUE	149	T	LwsHJ9N_1.jpg	LwsHJ9N_2.jpg
1lhkzb	285	225	72	FALSE	65	T	ma9SenC_1.jpg	ma9SenC_2.jpg
1lhgy5	190	145	67	TRUE	191	T	ySYF1wd_1.jpg	ySYF1wd_2.jpg
1lhe5m	230	180	68	FALSE	86	F	I3i6tOr.jpg	XptGB7g.jpg
1lgxsp	245	218	68	FALSE	39	T	IyK4XOR_1.jpg	IyK4XOR_2.jpg
1lgqef	221	175	69	FALSE	31	F	emgd9CB.jpg	DIppGIL.jpg
1lg1s4	275	209	68	TRUE	389	T	7fQddqm_1.jpg	7fQddqm_2.jpg
1lg1nw	300	185	74	FALSE	108	T	YK3jk6X_1.jpg	YK3jk6X_2.jpg
1lfioc	253	183	72	FALSE	60	T	uR3zZEG_1.jpg	uR3zZEG_2.jpg
1lc0ue	187	161	66	TRUE	834	T	VDFHoMw_1.jpg	VDFHoMw_2.jpg
1lbfu3	145	190	72	FALSE	130	T	5PbCbtd_1.jpg	5PbCbtd_2.jpg
1laty3	283	193	75	FALSE	68	T	3MU8Nrx_1.jpg	3MU8Nrx_2.jpg
1la8al	119	127	70	FALSE	42	T	d2KtVfv_1.jpg	d2KtVfv_2.jpg
1l8dbz	180	174	66	TRUE	70	T	wKFxUQZ_1.jpg	wKFxUQZ_2.jpg
1lv3mt	180	153	61	TRUE	520	F	RDN3nRS.jpg	eTvG97r.jpg
1lswaf	230	185	73	FALSE	19	T	w2SND9O_1.jpg	w2SND9O_2.jpg
1ls4ev	204	169	74	FALSE	109	T	SBWkmS1_1.jpg	SBWkmS1_2.jpg
1lo3ou	200	156	65	TRUE	1302	T	AyxiMqI_1.jpg	AyxiMqI_2.jpg
1llo4v	258	195	71	FALSE	635	T	jR5LJqV_1.jpg	jR5LJqV_2.jpg
1m5uky	130	170	67	FALSE	78	F	iaj14sq.jpg	8IORlsE.jpg
1m4itl	306	285	62	TRUE	183	T	frQxTck_1.jpg	frQxTck_2.jpg
1m3t5s	242	180	74	FALSE	61	T	aK2K5Hr_1.jpg	aK2K5Hr_2.jpg
1m21jc	160	152	69	FALSE	90	F	vsloCx7.jpg	IgrUFT1.jpg
1lz9k1	250	190	66	TRUE	141	T	IVKYReK_1.jpg	IVKYReK_2.jpg
1lxtps	107	144	68	TRUE	180	T	DWgKwTW_1.jpg	DWgKwTW_2.jpg
1miwfe	210	145	66	TRUE	311	F	qUgxPET.jpg	BohBC8B.jpg
1mi1to	186	155	65	TRUE	1986	T	lbHsS8k_1.jpg	lbHsS8k_2.jpg
1mhlgg	230	180	68	FALSE	117	T	t141SUB_1.jpg	t141SUB_2.jpg
1mggdm	173	141	65	TRUE	64	T	ICghgD8_1.jpg	ICghgD8_2.jpg
1mgdf3	365	220	72	FALSE	322	F	13QaMA3.jpg	D2VBxzc.jpg
1mgc66	200	152	66	TRUE	325	T	LVCxXdd_1.jpg	LVCxXdd_2.jpg
1mfjjd	325	205	74	FALSE	342	T	L0UMwmi_1.jpg	L0UMwmi_2.jpg
1mfi1v	195	150	66	TRUE	571	T	yuMiRIY_1.jpg	yuMiRIY_2.jpg
1mf8f6	198	191	76	FALSE	70	T	VTlmmpw_1.jpg	VTlmmpw_2.jpg
1me32r	400	250	73	FALSE	280	F	7CqNuAh.jpg	kFjfXXK.jpg
1me2ph	229	220	66	TRUE	32	T	unXjmwJ_1.jpg	unXjmwJ_2.jpg
1mcsva	206	170	65	TRUE	237	T	FnwrRzm_1.jpg	FnwrRzm_2.jpg
1m9gcv	153	160	69	FALSE	45	T	LjVsPTO_1.jpg	LjVsPTO_2.jpg
1mu604	163	295	70	FALSE	179	T	isTHNNS_1.jpg	isTHNNS_2.jpg
1mqiro	213	196	75	FALSE	45	T	qhdEWpt_1.jpg	qhdEWpt_2.jpg
1mm1ha	262	197	68	FALSE	54	T	Y85J8fb_1.jpg	Y85J8fb_2.jpg
1mkmar	168	135	63	TRUE	537	T	dAi2lIn_1.jpg	dAi2lIn_2.jpg
1mke2t	205	155	69	FALSE	1180	F	2WPTPY3.jpg	RGSiEpU.jpg
1mjg0y	325	240	76	FALSE	162	T	E9GJQH0_1.jpg	E9GJQH0_2.jpg
